beta,seed,overrelaxation_sweeps,schedule_label,runtime_seconds,mean_acceptance_rate,mean_plaquette,plaquette_tau_int,plaquette_ess,plaquette_ess_per_second,scalar_mean,scalar_tau_int,scalar_ess,scalar_ess_per_second,maximum_microcanonical_error
1.5,2026,0,M,2.375551375,0.8327083333333333,0.35082471364769124,6.146944114310537,14.641421546435307,6.163378195277004,0.648632427753327,3.7931031566727937,23.72727455135851,9.988112570858842,0.0
1.5,2026,1,M+1OR,6.689345417000001,0.8339814814814815,0.3563763648201699,4.242772006700349,21.212546858013706,3.1710945594325413,0.6401360659338345,1.5931370725749345,56.492314157585945,8.445118413831482,1.0658141036401503e-14
1.5,2026,2,M+2OR,10.904313624999999,0.8363194444444446,0.3377348135178624,3.17646119633114,28.333417107047094,2.5983677727397625,0.6647322786116926,1.8310101868343052,49.15319458468115,4.507683498023119,1.0658141036401503e-14
1.5,2026,4,M+4OR,19.338200125000004,0.837314814814815,0.3404007997568502,3.9528843652838894,22.768184364415717,1.177368328864355,0.6570242296299325,1.5606782838312978,57.66723413300764,2.982037302347321,1.0658141036401503e-14
1.5,2027,0,M,2.368743875,0.8342361111111111,0.3606071119083995,4.990216169491826,18.03529084576011,7.61386278867322,0.6296563711643699,5.079715121531377,17.71752900443515,7.479714962612896,0.0
1.5,2027,1,M+1OR,6.739443541,0.8341435185185185,0.35847972010797574,4.422336105400316,20.35123469925701,3.019720333800332,0.6410488037051102,1.836562938087876,49.00458249130456,7.271309892750174,7.993605777301127e-15
1.5,2027,2,M+2OR,10.722398833,0.834375,0.35435997123627133,7.1463450097878445,12.59385040558962,1.1745366500292744,0.6485526338888647,2.529877668113915,35.57484266308307,3.3178063246067158,7.993605777301127e-15
1.5,2027,4,M+4OR,19.276974375,0.836388888888889,0.3435966561116405,6.193371140341657,14.531665866714901,0.7538354092310661,0.661156583008279,2.9428266103838965,30.582841572259454,1.5864959395247136,7.993605777301127e-15
1.5,2028,0,M,2.3195134589999924,0.8343981481481482,0.35713630448796213,3.1761368534557546,28.33631047795584,12.216488922712449,0.6328851843279487,3.447387921190223,26.106722555588455,11.255258060388146,0.0
1.5,2028,1,M+1OR,6.480610749999997,0.8334027777777777,0.3488448590960843,14.345536142376263,6.273728573597388,0.968076747025331,0.6528013420239058,5.832319384866963,15.431253685029962,2.3811418831211193,9.769962616701378e-15
1.5,2028,2,M+2OR,10.755739041999988,0.834675925925926,0.3600377870056562,5.274951681694108,17.061767657954267,1.5862943114675734,0.6399757427147451,2.758480830477111,32.62665413717356,3.033418160274253,9.769962616701378e-15
1.5,2028,4,M+4OR,19.362381125,0.8318749999999999,0.3612712489736794,4.556178771928664,19.75339522551314,1.0201945255590636,0.6417945715808174,2.157723495752847,41.71062704612125,2.1542095869740945,9.769962616701378e-15
2.0,2026,0,M,2.2822532499999966,0.7854629629629629,0.4441988804451861,15.157572558886216,5.937626203031894,2.6016508917368846,0.5441824705285074,5.952844657972479,15.118822205357821,6.62451557703241,0.0
2.0,2026,1,M+1OR,6.481872957999997,0.782662037037037,0.45547302236930887,7.093265091172631,12.688091991937883,1.95747310602225,0.5469025736143016,2.704613951051289,33.27646814992462,5.13377358142363,1.3322676295501878e-14
2.0,2026,2,M+2OR,10.823926290999992,0.7900462962962962,0.443542912972775,4.911369469737744,18.324827841715152,1.6929926672682627,0.556616099462894,2.438117489126582,36.91372561059029,3.410382204956787,1.3322676295501878e-14
2.0,2026,4,M+4OR,18.838775750000025,0.7866666666666666,0.4562374994650788,4.880168703018077,18.44198540602514,0.9789375727361219,0.5442012730018185,2.5163935676820293,35.76547053524037,1.8985029075066262,1.3322676295501878e-14
2.0,2027,0,M,2.3211180000000127,0.7843981481481482,0.4612816416977348,4.847345044107074,18.56686478496371,7.999104218296359,0.5600281581784424,3.6897171688831887,24.392113509134195,10.508777885973078,0.0
2.0,2027,1,M+1OR,6.619986834000002,0.7853703703703704,0.46088367919691264,8.202858897794236,10.97178448652837,1.657372554002328,0.540228316048225,0.9107632360590698,98.818217992017,14.92725294927935,1.2434497875801753e-14
2.0,2027,2,M+2OR,10.619682874999995,0.7816666666666666,0.4551988827213026,9.735563523396415,9.244457168166264,0.8705021870218764,0.5480965892810947,4.110792673241088,21.893587722350627,2.0616046618388912,1.2434497875801753e-14
2.0,2027,4,M+4OR,19.06684179199999,0.7818518518518519,0.4559612267884913,6.3228639572184795,14.234056055761211,0.7465345446844529,0.5405326168594221,2.453047253210703,36.68906087406279,1.9242337705585135,1.2434497875801753e-14
2.0,2028,0,M,2.282778209000014,0.7812962962962963,0.4540729736398089,2.9973730468295257,30.026292554808148,13.153398975173046,0.5326316618133788,3.8049017646077052,23.653698720203153,10.361803274162499,0.0
2.0,2028,1,M+1OR,6.484980750000005,0.7846296296296293,0.47012493049986703,5.304971002112227,16.965219972769994,2.6160786942613483,0.5304200619132767,2.5201234879918233,35.71253568677981,5.506960939981168,1.3322676295501878e-14
2.0,2028,2,M+2OR,10.500619749999998,0.7850231481481482,0.45890234570724525,8.242931036672772,10.918446314738084,1.0397906575693387,0.5429680102956895,1.8442216382065313,48.80107582271034,4.647447196886674,1.3322676295501878e-14
2.0,2028,4,M+4OR,19.21355675000001,0.7852083333333335,0.4488034311286356,6.577073962253794,13.68389659543365,0.7122000769292048,0.5512581899626312,2.2788675917439427,39.49329935888287,2.0554913321232338,1.3322676295501878e-14
2.5,2026,0,M,2.255300291999987,0.7425925925925927,0.5375453562329214,7.2354500714609635,12.438756277925282,5.515343709238235,0.4645922584371246,4.948375442511354,18.18778729415164,8.064463680808917,0.0
2.5,2026,1,M+1OR,6.3627622499999745,0.7351388888888888,0.5550226142755942,11.355850205954019,7.925430361243391,1.2455958669905391,0.4463867976468091,3.327813461041395,27.044785128020877,4.2504786546159234,1.509903313490213e-14
2.5,2026,2,M+2OR,10.845657957999975,0.7405787037037036,0.5450265215864093,6.68692533859906,13.459100474846245,1.240966710084983,0.4565310929255526,2.975207608358331,30.249989865299003,2.789133677499575,1.509903313490213e-14
2.5,2026,4,M+4OR,18.968715417,0.7336111111111112,0.5496885673393433,4.786671422332411,18.802209731819346,0.9912220895553407,0.4521178002567296,2.1118746700915945,42.616165284134304,2.246655313619243,1.509903313490213e-14
2.5,2027,0,M,2.2593872500000316,0.7360185185185186,0.5581329192485337,9.826570312747423,9.158841501723991,4.053683803749828,0.4298973001234409,6.99199433988864,12.871863966845462,5.6970596637850734,0.0
2.5,2027,1,M+1OR,6.523705249999978,0.7360185185185186,0.5509675395030023,3.666517428986066,24.54645361521941,3.7626552203932717,0.4467278007620695,1.520717449210351,59.18259177385876,9.071929142393268,1.5987211554602254e-14
2.5,2027,2,M+2OR,10.713453207999976,0.7358333333333332,0.5619525576993643,12.344323893008827,7.290800272258835,0.6805275694688834,0.43552343610051714,6.712724176703435,13.407373464315091,1.2514520952313961,1.5987211554602254e-14
2.5,2027,4,M+4OR,19.023865041000022,0.7379629629629628,0.544353541112686,8.63887876358483,10.418018641420682,0.5476289186749319,0.453772812806076,4.404776665690773,20.43236396092874,1.0740385256567546,1.5987211554602254e-14
2.5,2028,0,M,2.302606874999981,0.7390046296296295,0.5410311631471268,7.010493708468812,12.837897549394881,5.575375322978217,0.46269105381551023,8.77084055964365,10.261274206044467,4.456372608565477,0.0
2.5,2028,1,M+1OR,6.513506207999967,0.735185185185185,0.5394592227593316,12.015942982556709,7.490048856810581,1.149925803035424,0.45609530722419844,1.8399664890262346,48.91393432259231,7.509616596744105,1.4210854715202004e-14
2.5,2028,2,M+2OR,10.552901916999986,0.7354166666666668,0.5612994820934712,5.606888831434596,16.051682618606925,1.5210681142358378,0.44058568096665485,3.7840756445733454,23.783879724779524,2.2537762514844717,1.4210854715202004e-14
2.5,2028,4,M+4OR,19.165954083999964,0.7344212962962963,0.5624452471363811,9.439145644453498,9.53476123688001,0.49748429924705795,0.4358015927461082,6.314747133806196,14.252352167544792,0.7436286294478227,1.4210854715202004e-14
