sweep,average_plaquette,action_per_plaquette,acceptance_rate
0,0.9006810343327285,0.54625431116999357,0.75308641975308643
1,0.86888293886505708,0.72114383624218548,0.7407407407407407
2,0.84214015380878193,0.8682291540517002,0.72839506172839508
3,0.83074821756110306,0.9308848034139332,0.77777777777777779
4,0.81526900245249367,1.0160204865112843,0.80246913580246915
